random_seed,train_patient_count,test_patient_count,model,scaled_features,preprocessing,accuracy,balanced_accuracy,macro_f1,weighted_f1,confusion_matrix,false_pathological_predictions,true_pathological_detections,normal_recall,normal_precision,normal_f1,pathological_recall,pathological_precision,pathological_f1,suspicious_recall,suspicious_precision,suspicious_f1
14,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6486486486486487,0.5417011875172605,0.5310663848298257,0.6253462726581005,"[[59, 2, 10], [3, 3, 0], [22, 2, 10]]",4,3,0.8309859154929577,0.7023809523809523,0.7612903225806451,0.5,0.42857142857142855,0.46153846153846156,0.29411764705882354,0.5,0.37037037037037035
14,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6396396396396397,0.5370063518365092,0.536349042540993,0.6194584677556815,"[[58, 1, 12], [2, 3, 1], [22, 2, 10]]",3,3,0.8169014084507042,0.7073170731707317,0.7581699346405228,0.5,0.5,0.5,0.29411764705882354,0.43478260869565216,0.3508771929824561
14,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6396396396396397,0.4352849120869005,0.4426558579424822,0.6110914620468761,"[[60, 1, 10], [4, 1, 1], [22, 2, 10]]",3,1,0.8450704225352113,0.6976744186046512,0.7643312101910829,0.16666666666666666,0.25,0.2,0.29411764705882354,0.47619047619047616,0.36363636363636365
15,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5765765765765766,0.6518457148117464,0.5082709828472539,0.6089644385567428,"[[40, 11, 20], [0, 5, 1], [7, 8, 19]]",19,5,0.5633802816901409,0.851063829787234,0.6779661016949152,0.8333333333333334,0.20833333333333334,0.3333333333333333,0.5588235294117647,0.475,0.5135135135135135
15,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6036036036036037,0.4420509988032772,0.4366475722858702,0.6108469353150204,"[[51, 6, 14], [3, 1, 2], [16, 3, 15]]",9,1,0.7183098591549296,0.7285714285714285,0.723404255319149,0.16666666666666666,0.1,0.125,0.4411764705882353,0.4838709677419355,0.46153846153846156
15,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6036036036036037,0.48780263279020525,0.47608885637054654,0.6048516048516049,"[[51, 3, 17], [3, 2, 1], [17, 3, 14]]",6,2,0.7183098591549296,0.7183098591549296,0.7183098591549296,0.3333333333333333,0.25,0.2857142857142857,0.4117647058823529,0.4375,0.42424242424242425
15,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6126126126126126,0.4873883825830802,0.47182539682539676,0.6116723866723868,"[[53, 3, 15], [3, 2, 1], [17, 4, 13]]",7,2,0.7464788732394366,0.726027397260274,0.7361111111111112,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.38235294117647056,0.4482758620689655,0.4126984126984127
15,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.5855855855855856,0.47841296142870293,0.4568627450980392,0.5969528351881294,"[[49, 3, 19], [1, 2, 3], [15, 5, 14]]",8,2,0.6901408450704225,0.7538461538461538,0.7205882352941176,0.3333333333333333,0.2,0.25,0.4117647058823529,0.3888888888888889,0.4
16,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6126126126126126,0.47229126392340975,0.45813090418353575,0.630479264689791,"[[47, 4, 20], [3, 1, 2], [9, 5, 20]]",9,1,0.6619718309859155,0.7966101694915254,0.7230769230769231,0.16666666666666666,0.1,0.125,0.5882352941176471,0.47619047619047616,0.5263157894736842
16,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6576576576576577,0.5261898186504649,0.5150702192955714,0.6594516594516594,"[[55, 2, 14], [2, 2, 2], [14, 4, 16]]",6,2,0.7746478873239436,0.7746478873239436,0.7746478873239436,0.3333333333333333,0.25,0.2857142857142857,0.47058823529411764,0.5,0.48484848484848486
16,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.5945945945945946,0.3609500138083402,0.36383141762452115,0.5832204618411516,"[[56, 4, 11], [3, 0, 3], [20, 4, 10]]",8,0,0.7887323943661971,0.7088607594936709,0.7466666666666667,0.0,0.0,0.0,0.29411764705882354,0.4166666666666667,0.3448275862068966
16,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6216216216216216,0.39036177851422255,0.3943287549844927,0.6146084054812456,"[[56, 3, 12], [4, 0, 2], [17, 4, 13]]",7,0,0.7887323943661971,0.7272727272727273,0.7567567567567568,0.0,0.0,0.0,0.38235294117647056,0.48148148148148145,0.4262295081967213
16,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6216216216216216,0.4667679278284083,0.46653551596970294,0.6243901598279205,"[[50, 2, 19], [3, 1, 2], [14, 2, 18]]",4,1,0.704225352112676,0.746268656716418,0.7246376811594203,0.16666666666666666,0.2,0.18181818181818182,0.5294117647058824,0.46153846153846156,0.4931506849315068
17,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5315315315315315,0.5215410107705054,0.46987564530058523,0.5503976865527214,"[[38, 4, 29], [1, 3, 2], [12, 4, 18]]",8,3,0.5352112676056338,0.7450980392156863,0.6229508196721312,0.5,0.2727272727272727,0.35294117647058826,0.5294117647058824,0.3673469387755102,0.43373493975903615
17,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.5855855855855856,0.44287949921752734,0.4395171593951716,0.5905490532027878,"[[47, 3, 21], [4, 1, 1], [15, 2, 17]]",5,1,0.6619718309859155,0.7121212121212122,0.6861313868613139,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.4358974358974359,0.4657534246575342
17,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6126126126126126,0.4467458344840283,0.4550008577800652,0.6067389056581027,"[[52, 2, 17], [4, 1, 1], [18, 1, 15]]",3,1,0.7323943661971831,0.7027027027027027,0.7172413793103448,0.16666666666666666,0.25,0.2,0.4411764705882353,0.45454545454545453,0.44776119402985076
17,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.5945945945945946,0.4322470772346498,0.44095752040957525,0.5876304698222508,"[[51, 2, 18], [5, 1, 0], [19, 1, 14]]",3,1,0.7183098591549296,0.68,0.6986301369863014,0.16666666666666666,0.25,0.2,0.4117647058823529,0.4375,0.42424242424242425
17,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6306306306306306,0.46124459173340693,0.48160086623354986,0.6231672452062258,"[[53, 0, 18], [4, 1, 1], [17, 1, 16]]",1,1,0.7464788732394366,0.7162162162162162,0.7310344827586207,0.16666666666666666,0.5,0.25,0.47058823529411764,0.45714285714285713,0.463768115942029
18,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5945945945945946,0.4526834207861548,0.4421955790376843,0.6082972222374782,"[[47, 5, 19], [2, 1, 3], [13, 3, 18]]",8,1,0.6619718309859155,0.7580645161290323,0.706766917293233,0.16666666666666666,0.1111111111111111,0.13333333333333333,0.5294117647058824,0.45,0.4864864864864865
18,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6396396396396397,0.47615759918991074,0.48154363533446537,0.637911990504139,"[[52, 1, 18], [4, 1, 1], [14, 2, 18]]",3,1,0.7323943661971831,0.7428571428571429,0.7375886524822695,0.16666666666666666,0.25,0.2,0.5294117647058824,0.4864864864864865,0.5070422535211268
18,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6486486486486487,0.4808524348706619,0.48766595723117456,0.6447612708482274,"[[53, 2, 16], [4, 1, 1], [15, 1, 18]]",3,1,0.7464788732394366,0.7361111111111112,0.7412587412587412,0.16666666666666666,0.25,0.2,0.5294117647058824,0.5142857142857142,0.5217391304347826
18,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6576576576576577,0.48554727055141306,0.4931372549019608,0.6527027027027027,"[[54, 2, 15], [4, 1, 1], [15, 1, 18]]",3,1,0.7605633802816901,0.7397260273972602,0.75,0.16666666666666666,0.25,0.2,0.5294117647058824,0.5294117647058824,0.5294117647058824
18,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.5945945945945946,0.44246524901040224,0.45352612886859456,0.5940310173186886,"[[49, 1, 21], [3, 1, 2], [17, 1, 16]]",2,1,0.6901408450704225,0.7101449275362319,0.7,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.47058823529411764,0.41025641025641024,0.4383561643835616
19,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6036036036036037,0.5642087821043911,0.5168718650250798,0.6184912682860699,"[[45, 4, 22], [2, 3, 1], [11, 4, 19]]",8,3,0.6338028169014085,0.7758620689655172,0.6976744186046512,0.5,0.2727272727272727,0.35294117647058826,0.5588235294117647,0.4523809523809524,0.5
19,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6216216216216216,0.4514406701647795,0.4538146879756469,0.6169859928421572,"[[53, 3, 15], [5, 1, 0], [17, 2, 15]]",5,1,0.7464788732394366,0.7066666666666667,0.726027397260274,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4411764705882353,0.5,0.46875
19,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6306306306306306,0.4510264199576544,0.4565019565019565,0.6213719862368511,"[[55, 1, 15], [5, 1, 0], [17, 3, 14]]",4,1,0.7746478873239436,0.7142857142857143,0.7432432432432432,0.16666666666666666,0.2,0.18181818181818182,0.4117647058823529,0.4827586206896552,0.4444444444444444
19,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6126126126126126,0.4518549203719046,0.4552310434663376,0.6102186102186102,"[[51, 2, 18], [5, 1, 0], [16, 2, 16]]",4,1,0.7183098591549296,0.7083333333333334,0.7132867132867133,0.16666666666666666,0.2,0.18181818181818182,0.47058823529411764,0.47058823529411764,0.47058823529411764
19,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6486486486486487,0.5214949829697137,0.5527375201288245,0.6458088523305915,"[[54, 0, 17], [2, 2, 2], [17, 1, 16]]",1,2,0.7605633802816901,0.7397260273972602,0.75,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.47058823529411764,0.45714285714285713,0.463768115942029
20,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5945945945945946,0.5797201509711866,0.48893924783027964,0.6087708827438818,"[[49, 9, 13], [1, 4, 1], [15, 6, 13]]",15,4,0.6901408450704225,0.7538461538461538,0.7205882352941176,0.6666666666666666,0.21052631578947367,0.32,0.38235294117647056,0.48148148148148145,0.4262295081967213
20,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6576576576576577,0.6279112584000736,0.6120985294898339,0.6596177161394552,"[[53, 1, 17], [0, 4, 2], [16, 2, 16]]",3,4,0.7464788732394366,0.7681159420289855,0.7571428571428571,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.47058823529411764,0.45714285714285713,0.463768115942029
20,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6666666666666666,0.5715272024302679,0.5628871896153003,0.6593269726910279,"[[57, 2, 12], [1, 3, 2], [18, 2, 14]]",4,3,0.8028169014084507,0.75,0.7755102040816326,0.5,0.42857142857142855,0.46153846153846156,0.4117647058823529,0.5,0.45161290322580644
20,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6576576576576577,0.5617232808616405,0.5766366851017208,0.6473237787375046,"[[57, 1, 13], [1, 3, 2], [20, 1, 13]]",2,3,0.8028169014084507,0.7307692307692307,0.7651006711409396,0.5,0.6,0.5454545454545454,0.38235294117647056,0.4642857142857143,0.41935483870967744
20,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6306306306306306,0.5476387738193869,0.5385290592663865,0.6233383837070473,"[[54, 3, 14], [2, 3, 1], [20, 1, 13]]",4,3,0.7605633802816901,0.7105263157894737,0.7346938775510204,0.5,0.42857142857142855,0.46153846153846156,0.38235294117647056,0.4642857142857143,0.41935483870967744
21,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5675675675675675,0.5098959771702108,0.4707583859990277,0.58440175712903,"[[39, 6, 26], [1, 2, 3], [10, 2, 22]]",8,2,0.5492957746478874,0.78,0.6446280991735537,0.3333333333333333,0.2,0.25,0.6470588235294118,0.43137254901960786,0.5176470588235295
21,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.5585585585585585,0.4185768203995213,0.41618088676912207,0.565884644580988,"[[46, 3, 22], [2, 1, 3], [17, 2, 15]]",5,1,0.647887323943662,0.7076923076923077,0.6764705882352942,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.4411764705882353,0.375,0.40540540540540543
21,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.5405405405405406,0.40407806315014266,0.3996303996303996,0.5506421182096857,"[[45, 3, 23], [2, 1, 3], [17, 3, 14]]",6,1,0.6338028169014085,0.703125,0.6666666666666666,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.4117647058823529,0.35,0.3783783783783784
21,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.5855855855855856,0.4377704133296511,0.4330068417659659,0.5926667824478042,"[[48, 3, 20], [3, 1, 2], [15, 3, 16]]",6,1,0.676056338028169,0.7272727272727273,0.7007299270072993,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.47058823529411764,0.42105263157894735,0.4444444444444444
21,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.5675675675675675,0.4996778053944582,0.479960927960928,0.5820957660957661,"[[41, 3, 27], [1, 2, 3], [12, 2, 20]]",5,2,0.5774647887323944,0.7592592592592593,0.656,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.5882352941176471,0.4,0.47619047619047616
22,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6396396396396397,0.5474546626162202,0.5284257280785059,0.6527559878254322,"[[47, 2, 22], [1, 2, 3], [9, 3, 22]]",5,2,0.6619718309859155,0.8245614035087719,0.734375,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.6470588235294118,0.46808510638297873,0.5432098765432098
22,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6216216216216216,0.5125195618153364,0.5037344094294492,0.6268208950388987,"[[50, 3, 18], [2, 2, 2], [15, 2, 17]]",5,2,0.704225352112676,0.746268656716418,0.7246376811594203,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.5,0.4594594594594595,0.4788732394366197
22,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.5765765765765766,0.40753014820951855,0.4286786786786787,0.5650921191461733,"[[52, 1, 18], [2, 1, 3], [23, 0, 11]]",1,1,0.7323943661971831,0.6753246753246753,0.7027027027027027,0.16666666666666666,0.5,0.25,0.3235294117647059,0.34375,0.3333333333333333
22,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.5765765765765766,0.3566694283347142,0.3515592515592516,0.5617931861175105,"[[53, 2, 16], [2, 0, 4], [22, 1, 11]]",3,0,0.7464788732394366,0.6883116883116883,0.7162162162162162,0.0,0.0,0.0,0.3235294117647059,0.3548387096774194,0.3384615384615385
22,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6036036036036037,0.49291171867808153,0.523735002608242,0.6038996743222095,"[[50, 0, 21], [3, 2, 1], [18, 1, 15]]",1,2,0.704225352112676,0.704225352112676,0.704225352112676,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.4411764705882353,0.40540540540540543,0.4225352112676056
23,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6126126126126126,0.5484672742336371,0.5006552054606974,0.6219488278984847,"[[50, 7, 14], [1, 3, 2], [16, 3, 15]]",10,3,0.704225352112676,0.746268656716418,0.7246376811594203,0.5,0.23076923076923078,0.3157894736842105,0.4411764705882353,0.4838709677419355,0.46153846153846156
23,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6666666666666666,0.5766362883181441,0.5682840751333903,0.6614906340933737,"[[56, 3, 12], [1, 3, 2], [18, 1, 15]]",4,3,0.7887323943661971,0.7466666666666667,0.7671232876712328,0.5,0.42857142857142855,0.46153846153846156,0.4411764705882353,0.5172413793103449,0.47619047619047616
23,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.5945945945945946,0.4728896253337016,0.473063973063973,0.5913640913640914,"[[52, 2, 17], [1, 2, 3], [20, 2, 12]]",4,2,0.7323943661971831,0.7123287671232876,0.7222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.35294117647058826,0.375,0.36363636363636365
23,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.5855855855855856,0.45797661787719784,0.45729402872260017,0.5764948622091479,"[[53, 2, 16], [1, 2, 3], [22, 2, 10]]",4,2,0.7464788732394366,0.6973684210526315,0.7210884353741497,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.29411764705882354,0.3448275862068966,0.31746031746031744
23,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6306306306306306,0.4561355058455307,0.4694087596724514,0.6235683959821892,"[[54, 1, 16], [2, 1, 3], [18, 1, 15]]",2,1,0.7605633802816901,0.7297297297297297,0.7448275862068966,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.4411764705882353,0.4411764705882353,0.4411764705882353
24,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5855855855855856,0.45820675688115625,0.4409423868312757,0.6083254365476588,"[[44, 4, 23], [1, 1, 4], [9, 5, 20]]",9,1,0.6197183098591549,0.8148148148148148,0.704,0.16666666666666666,0.1,0.125,0.5882352941176471,0.425531914893617,0.49382716049382713
24,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6126126126126126,0.4314185768203995,0.4333333333333333,0.6006006006006005,"[[55, 4, 12], [3, 1, 2], [21, 1, 12]]",5,1,0.7746478873239436,0.6962025316455697,0.7333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.35294117647058826,0.46153846153846156,0.4
24,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6036036036036037,0.42672374113964834,0.4262261228704182,0.5944699474900816,"[[54, 4, 13], [4, 1, 1], [20, 2, 12]]",6,1,0.7605633802816901,0.6923076923076923,0.7248322147651006,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.35294117647058826,0.46153846153846156,0.4
24,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6306306306306306,0.44080824818190184,0.45062590007754516,0.6120042275575677,"[[57, 2, 12], [4, 1, 1], [21, 1, 12]]",3,1,0.8028169014084507,0.6951219512195121,0.7450980392156863,0.16666666666666666,0.25,0.2,0.35294117647058826,0.48,0.4067796610169492
24,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.5585585585585585,0.3626070146368406,0.35498174230568597,0.5515515515515516,"[[48, 2, 21], [3, 0, 3], [20, 0, 14]]",2,0,0.676056338028169,0.676056338028169,0.676056338028169,0.0,0.0,0.0,0.4117647058823529,0.3684210526315789,0.3888888888888889
25,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6666666666666666,0.5919635459817729,0.5583011202977917,0.6726355099865247,"[[53, 4, 14], [2, 3, 1], [13, 3, 18]]",7,3,0.7464788732394366,0.7794117647058824,0.762589928057554,0.5,0.3,0.375,0.5294117647058824,0.5454545454545454,0.5373134328358209
25,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6666666666666666,0.5715272024302679,0.5551694551694552,0.6588043642097696,"[[57, 3, 11], [2, 3, 1], [18, 2, 14]]",5,3,0.8028169014084507,0.7402597402597403,0.7702702702702703,0.5,0.375,0.42857142857142855,0.4117647058823529,0.5384615384615384,0.4666666666666667
25,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6216216216216216,0.48186504648807876,0.4826455145233908,0.6066686284443609,"[[56, 1, 14], [4, 2, 0], [20, 3, 11]]",4,2,0.7887323943661971,0.7,0.7417218543046358,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3235294117647059,0.44,0.3728813559322034
25,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6036036036036037,0.41139648347601954,0.41262246525404417,0.5800557905821063,"[[57, 1, 13], [4, 1, 1], [22, 3, 9]]",4,1,0.8028169014084507,0.6867469879518072,0.7402597402597403,0.16666666666666666,0.2,0.18181818181818182,0.2647058823529412,0.391304347826087,0.3157894736842105
25,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6576576576576577,0.4702200128877842,0.476092976092976,0.6483835537889593,"[[57, 1, 13], [4, 1, 1], [16, 3, 15]]",4,1,0.8028169014084507,0.7402597402597403,0.7702702702702703,0.16666666666666666,0.2,0.18181818181818182,0.4411764705882353,0.5172413793103449,0.47619047619047616
26,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5765765765765766,0.48393629752370426,0.4524202788565986,0.596728508339597,"[[46, 6, 19], [1, 2, 3], [13, 5, 16]]",11,2,0.647887323943662,0.7666666666666667,0.7022900763358778,0.3333333333333333,0.15384615384615385,0.21052631578947367,0.47058823529411764,0.42105263157894735,0.4444444444444444
26,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6576576576576577,0.5159716468747123,0.5109862233149904,0.6522128028977344,"[[57, 3, 11], [0, 2, 4], [18, 2, 14]]",5,2,0.8028169014084507,0.76,0.7808219178082192,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.4117647058823529,0.4827586206896552,0.4444444444444444
26,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6306306306306306,0.4967780539445825,0.4861645939860699,0.625815323561678,"[[55, 4, 12], [1, 2, 3], [19, 2, 13]]",6,2,0.7746478873239436,0.7333333333333333,0.7534246575342466,0.3333333333333333,0.25,0.2857142857142857,0.38235294117647056,0.4642857142857143,0.41935483870967744
26,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6306306306306306,0.4916689680567063,0.4859638957999614,0.6211975923983014,"[[56, 3, 12], [1, 2, 3], [20, 2, 12]]",5,2,0.7887323943661971,0.7272727272727273,0.7567567567567568,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.35294117647058826,0.4444444444444444,0.39344262295081966
26,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6306306306306306,0.40527478597072636,0.3982003760408273,0.6170554115759596,"[[55, 0, 16], [3, 0, 3], [17, 2, 15]]",2,0,0.7746478873239436,0.7333333333333333,0.7534246575342466,0.0,0.0,0.0,0.4411764705882353,0.4411764705882353,0.4411764705882353
27,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6576576576576577,0.5517352480898462,0.5917938509179385,0.6609934420153397,"[[50, 0, 21], [3, 2, 1], [13, 0, 21]]",0,2,0.704225352112676,0.7575757575757576,0.7299270072992701,0.3333333333333333,1.0,0.5,0.6176470588235294,0.4883720930232558,0.5454545454545454
27,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6486486486486487,0.52660406885759,0.5571391571391572,0.6469398469398469,"[[53, 1, 17], [2, 2, 2], [17, 0, 17]]",1,2,0.7464788732394366,0.7361111111111112,0.7412587412587412,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.5,0.4722222222222222,0.4857142857142857
27,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6036036036036037,0.4622572033508239,0.49245663906398046,0.5812758253247685,"[[56, 1, 14], [3, 2, 1], [25, 0, 9]]",1,2,0.7887323943661971,0.6666666666666666,0.7225806451612903,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.2647058823529412,0.375,0.3103448275862069
27,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.5945945945945946,0.45245328178219646,0.4677607998490851,0.5697935626628325,"[[56, 1, 14], [3, 2, 1], [25, 1, 8]]",2,2,0.7887323943661971,0.6666666666666666,0.7225806451612903,0.3333333333333333,0.5,0.4,0.23529411764705882,0.34782608695652173,0.2807017543859649
27,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6126126126126126,0.523151983798214,0.5453912559175716,0.6196346722662512,"[[46, 1, 24], [2, 2, 2], [14, 0, 20]]",1,2,0.647887323943662,0.7419354838709677,0.6917293233082706,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.5882352941176471,0.43478260869565216,0.5
28,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6486486486486487,0.4910706066464144,0.4808241895545105,0.6619361541054446,"[[51, 5, 15], [1, 1, 4], [11, 3, 20]]",8,1,0.7183098591549296,0.8095238095238095,0.7611940298507462,0.16666666666666666,0.1111111111111111,0.13333333333333333,0.5882352941176471,0.5128205128205128,0.547945205479452
28,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6396396396396397,0.4659394274141581,0.4692170574523516,0.6370566370566372,"[[54, 3, 14], [1, 1, 4], [17, 1, 16]]",4,1,0.7605633802816901,0.75,0.7552447552447552,0.16666666666666666,0.2,0.18181818181818182,0.47058823529411764,0.47058823529411764,0.47058823529411764
28,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6846846846846847,0.49452269170579033,0.5032240210322402,0.6768118055789288,"[[58, 1, 12], [2, 1, 3], [15, 2, 17]]",3,1,0.8169014084507042,0.7733333333333333,0.7945205479452054,0.16666666666666666,0.25,0.2,0.5,0.53125,0.5151515151515151
28,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6756756756756757,0.4796096842492865,0.490179211469534,0.6622067228518841,"[[59, 1, 11], [3, 1, 2], [17, 2, 15]]",3,1,0.8309859154929577,0.7468354430379747,0.7866666666666666,0.16666666666666666,0.25,0.2,0.4411764705882353,0.5357142857142857,0.4838709677419355
28,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6576576576576577,0.48043818466353677,0.49986772486772485,0.6509044759044759,"[[55, 1, 15], [1, 1, 4], [17, 0, 17]]",1,1,0.7746478873239436,0.7534246575342466,0.7638888888888888,0.16666666666666666,0.5,0.25,0.5,0.4722222222222222,0.4857142857142857
29,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6306306306306306,0.5172143974960877,0.48932966745221257,0.6465485516938777,"[[51, 5, 15], [3, 2, 1], [11, 6, 17]]",11,2,0.7183098591549296,0.7846153846153846,0.75,0.3333333333333333,0.15384615384615385,0.21052631578947367,0.5,0.5151515151515151,0.5074626865671642
29,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6396396396396397,0.45061216975052937,0.4567061341895779,0.6254674903681526,"[[57, 2, 12], [4, 1, 1], [19, 2, 13]]",4,1,0.8028169014084507,0.7125,0.7549668874172185,0.16666666666666666,0.2,0.18181818181818182,0.38235294117647056,0.5,0.43333333333333335
29,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6126126126126126,0.47717021080732763,0.48625995049836107,0.5979309833614468,"[[55, 1, 15], [4, 2, 0], [21, 2, 11]]",3,2,0.7746478873239436,0.6875,0.7284768211920529,0.3333333333333333,0.4,0.36363636363636365,0.3235294117647059,0.4230769230769231,0.36666666666666664
29,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6306306306306306,0.43059007640614927,0.4384095734414206,0.6029431863826769,"[[59, 2, 10], [4, 1, 1], [23, 1, 10]]",3,1,0.8309859154929577,0.686046511627907,0.7515923566878981,0.16666666666666666,0.25,0.2,0.29411764705882354,0.47619047619047616,0.36363636363636365
29,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6126126126126126,0.5129338120224616,0.5090713150907131,0.6172878207674728,"[[48, 2, 21], [4, 2, 0], [14, 2, 18]]",4,2,0.676056338028169,0.7272727272727273,0.7007299270072993,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5294117647058824,0.46153846153846156,0.4931506849315068
