fold_number,repeat_number,fold_within_repeat,train_patient_count,test_patient_count,model,scaled_features,preprocessing,accuracy,balanced_accuracy,macro_f1,weighted_f1,confusion_matrix,false_pathological_predictions,true_pathological_detections,normal_recall,normal_precision,normal_f1,pathological_recall,pathological_precision,pathological_f1,suspicious_recall,suspicious_precision,suspicious_f1
15,3,5,442,110,XGBoost,False,median imputation -> training-only SMOTE,0.6454545454545455,0.6629660314830158,0.6619047619047619,0.6479220779220779,"[[51, 0, 20], [1, 4, 0], [17, 1, 16]]",1,4,0.7183098591549296,0.7391304347826086,0.7285714285714285,0.8,0.8,0.8,0.47058823529411764,0.4444444444444444,0.45714285714285713
15,3,5,442,110,LightGBM,False,median imputation -> training-only SMOTE,0.6545454545454545,0.6056890361778514,0.6261712144065085,0.6542063996609451,"[[53, 0, 18], [2, 3, 0], [17, 1, 16]]",1,3,0.7464788732394366,0.7361111111111112,0.7412587412587412,0.6,0.75,0.6666666666666666,0.47058823529411764,0.47058823529411764,0.47058823529411764
15,3,5,442,110,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6909090909090909,0.6449047224523613,0.6868450445123354,0.6956729261671609,"[[53, 0, 18], [1, 3, 1], [14, 0, 20]]",0,3,0.7464788732394366,0.7794117647058824,0.762589928057554,0.6,1.0,0.75,0.5882352941176471,0.5128205128205128,0.547945205479452
16,4,1,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5585585585585585,0.43031522468142186,0.41540517961570594,0.5738083948610264,"[[45, 4, 22], [2, 1, 2], [15, 4, 16]]",8,1,0.6338028169014085,0.7258064516129032,0.6766917293233082,0.2,0.1111111111111111,0.14285714285714285,0.45714285714285713,0.4,0.4266666666666667
16,4,1,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6126126126126126,0.3820254862508383,0.3794183445190156,0.5983433097527058,"[[55, 2, 14], [2, 0, 3], [21, 1, 13]]",3,0,0.7746478873239436,0.7051282051282052,0.738255033557047,0.0,0.0,0.0,0.37142857142857144,0.43333333333333335,0.4
16,4,1,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.5855855855855856,0.35828303152246815,0.3545833333333333,0.5689301801801802,"[[54, 2, 15], [2, 0, 3], [23, 1, 11]]",3,0,0.7605633802816901,0.6835443037974683,0.72,0.0,0.0,0.0,0.3142857142857143,0.3793103448275862,0.34375
16,4,1,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.5855855855855856,0.35828303152246815,0.3545833333333333,0.5689301801801802,"[[54, 2, 15], [2, 0, 3], [23, 1, 11]]",3,0,0.7605633802816901,0.6835443037974683,0.72,0.0,0.0,0.0,0.3142857142857143,0.3793103448275862,0.34375
16,4,1,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.5585585585585585,0.349027498323273,0.3442113442113442,0.5524055524055523,"[[50, 0, 21], [1, 0, 4], [21, 2, 12]]",2,0,0.704225352112676,0.6944444444444444,0.6993006993006993,0.0,0.0,0.0,0.34285714285714286,0.32432432432432434,0.3333333333333333
17,4,2,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.4774774774774775,0.45760839547086446,0.40551923984095967,0.4899503924707779,"[[39, 6, 26], [3, 3, 0], [19, 4, 11]]",10,3,0.5492957746478874,0.639344262295082,0.5909090909090909,0.5,0.23076923076923078,0.3157894736842105,0.3235294117647059,0.2972972972972973,0.30985915492957744
17,4,2,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6126126126126126,0.5433581883457608,0.5046151439299124,0.6158049476259739,"[[51, 4, 16], [3, 3, 0], [16, 4, 14]]",8,3,0.7183098591549296,0.7285714285714285,0.723404255319149,0.5,0.2727272727272727,0.35294117647058826,0.4117647058823529,0.4666666666666667,0.4375
17,4,2,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.5405405405405406,0.4598177299088649,0.40983306074107495,0.5202353388298907,"[[52, 3, 16], [2, 3, 1], [24, 5, 5]]",8,3,0.7323943661971831,0.6666666666666666,0.697986577181208,0.5,0.2727272727272727,0.35294117647058826,0.14705882352941177,0.22727272727272727,0.17857142857142858
17,4,2,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.5405405405405406,0.4242842676976894,0.404631085161065,0.5328663943530326,"[[50, 3, 18], [3, 2, 1], [22, 4, 8]]",7,2,0.704225352112676,0.6666666666666666,0.684931506849315,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.23529411764705882,0.2962962962962963,0.26229508196721313
17,4,2,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.5135135135135135,0.33402375034520854,0.33283338332833384,0.5199588149293178,"[[44, 3, 24], [4, 0, 2], [18, 3, 13]]",6,0,0.6197183098591549,0.6666666666666666,0.6423357664233577,0.0,0.0,0.0,0.38235294117647056,0.3333333333333333,0.3561643835616438
18,4,3,442,110,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6454545454545455,0.6521942110177404,0.568251273344652,0.6626423830838093,"[[45, 7, 18], [0, 4, 2], [9, 3, 22]]",10,4,0.6428571428571429,0.8333333333333334,0.7258064516129032,0.6666666666666666,0.2857142857142857,0.4,0.6470588235294118,0.5238095238095238,0.5789473684210527
18,4,3,442,110,Random Forest,False,median imputation -> training-only SMOTE,0.6454545454545455,0.5253968253968254,0.572153963972963,0.6446626892236721,"[[52, 0, 18], [2, 2, 2], [17, 0, 17]]",0,2,0.7428571428571429,0.7323943661971831,0.7375886524822695,0.3333333333333333,1.0,0.5,0.5,0.4594594594594595,0.4788732394366197
18,4,3,442,110,XGBoost,False,median imputation -> training-only SMOTE,0.6,0.4407096171802054,0.4708249496981891,0.5943296140479238,"[[50, 0, 20], [3, 1, 2], [19, 0, 15]]",0,1,0.7142857142857143,0.6944444444444444,0.704225352112676,0.16666666666666666,1.0,0.2857142857142857,0.4411764705882353,0.40540540540540543,0.4225352112676056
18,4,3,442,110,LightGBM,False,median imputation -> training-only SMOTE,0.6545454545454545,0.4894491129785248,0.5163731245923026,0.6492083259206547,"[[52, 0, 18], [3, 1, 2], [15, 0, 19]]",0,1,0.7428571428571429,0.7428571428571429,0.7428571428571429,0.16666666666666666,1.0,0.2857142857142857,0.5588235294117647,0.48717948717948717,0.5205479452054794
18,4,3,442,110,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6454545454545455,0.48468720821662,0.5014536316152557,0.6415048782891494,"[[51, 1, 18], [3, 1, 2], [15, 0, 19]]",1,1,0.7285714285714285,0.7391304347826086,0.7338129496402878,0.16666666666666666,0.5,0.25,0.5588235294117647,0.48717948717948717,0.5205479452054794
19,4,4,442,110,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6454545454545455,0.5390223695111848,0.5004448560119114,0.6583919321772029,"[[53, 2, 16], [2, 2, 1], [11, 7, 16]]",9,2,0.7464788732394366,0.803030303030303,0.7737226277372263,0.4,0.18181818181818182,0.25,0.47058823529411764,0.48484848484848486,0.47761194029850745
19,4,4,442,110,Random Forest,False,median imputation -> training-only SMOTE,0.5909090909090909,0.4437724385528859,0.4354950821951134,0.5970317816892731,"[[49, 4, 18], [2, 1, 2], [17, 2, 15]]",6,1,0.6901408450704225,0.7205882352941176,0.7050359712230215,0.2,0.14285714285714285,0.16666666666666666,0.4411764705882353,0.42857142857142855,0.43478260869565216
19,4,4,442,110,XGBoost,False,median imputation -> training-only SMOTE,0.6454545454545455,0.5339132836233085,0.5257379832810868,0.642167640353377,"[[54, 3, 14], [2, 2, 1], [18, 1, 15]]",4,2,0.7605633802816901,0.7297297297297297,0.7448275862068966,0.4,0.3333333333333333,0.36363636363636365,0.4411764705882353,0.5,0.46875
19,4,4,442,110,LightGBM,False,median imputation -> training-only SMOTE,0.6272727272727273,0.5194145263739299,0.5201178451178451,0.6244375573921029,"[[53, 1, 17], [2, 2, 1], [18, 2, 14]]",3,2,0.7464788732394366,0.726027397260274,0.7361111111111112,0.4,0.4,0.4,0.4117647058823529,0.4375,0.42424242424242425
19,4,4,442,110,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6727272727272727,0.5735432201049434,0.5705272401796874,0.6752475612339833,"[[52, 2, 17], [3, 2, 0], [13, 1, 20]]",3,2,0.7323943661971831,0.7647058823529411,0.7482014388489209,0.4,0.4,0.4,0.5882352941176471,0.5405405405405406,0.5633802816901409
20,4,5,442,110,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6454545454545455,0.49237779618889815,0.48412204234122047,0.6532520095097928,"[[51, 2, 18], [2, 1, 2], [12, 3, 19]]",5,1,0.7183098591549296,0.7846153846153846,0.75,0.2,0.16666666666666666,0.18181818181818182,0.5588235294117647,0.48717948717948717,0.5205479452054794
20,4,5,442,110,Random Forest,False,median imputation -> training-only SMOTE,0.6909090909090909,0.5005247169290251,0.5044754431851206,0.68324086549893,"[[59, 2, 10], [2, 1, 2], [16, 2, 16]]",4,1,0.8309859154929577,0.7662337662337663,0.7972972972972973,0.2,0.2,0.2,0.47058823529411764,0.5714285714285714,0.5161290322580645
20,4,5,442,110,XGBoost,False,median imputation -> training-only SMOTE,0.6272727272727273,0.44722452361226184,0.4483734917666043,0.6158743336100582,"[[56, 2, 13], [2, 1, 2], [20, 2, 12]]",4,1,0.7887323943661971,0.717948717948718,0.7516778523489933,0.2,0.2,0.2,0.35294117647058826,0.4444444444444444,0.39344262295081966
20,4,5,442,110,LightGBM,False,median imputation -> training-only SMOTE,0.6727272727272727,0.48091687379177017,0.4901152808437577,0.6587383771489731,"[[59, 2, 10], [2, 1, 2], [19, 1, 14]]",3,1,0.8309859154929577,0.7375,0.7814569536423841,0.2,0.25,0.2222222222222222,0.4117647058823529,0.5384615384615384,0.4666666666666667
20,4,5,442,110,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6545454545454545,0.46130903065451534,0.46789305862153546,0.6381323165429127,"[[59, 1, 11], [1, 1, 3], [20, 2, 12]]",3,1,0.8309859154929577,0.7375,0.7814569536423841,0.2,0.25,0.2222222222222222,0.35294117647058826,0.46153846153846156,0.4
21,5,1,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6216216216216216,0.5541247484909456,0.5080540858318636,0.6401798624020846,"[[45, 4, 22], [1, 2, 2], [9, 4, 22]]",8,2,0.6338028169014085,0.8181818181818182,0.7142857142857143,0.4,0.2,0.26666666666666666,0.6285714285714286,0.4782608695652174,0.5432098765432098
21,5,1,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.6396396396396397,0.4967136150234741,0.4899349406812094,0.6465903331574974,"[[49, 2, 20], [2, 1, 2], [12, 2, 21]]",4,1,0.6901408450704225,0.7777777777777778,0.7313432835820896,0.2,0.2,0.2,0.6,0.4883720930232558,0.5384615384615384
21,5,1,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.6306306306306306,0.4871898054996646,0.4874303256656198,0.6347269729622671,"[[49, 2, 20], [2, 1, 2], [14, 1, 20]]",3,1,0.6901408450704225,0.7538461538461538,0.7205882352941176,0.2,0.25,0.2222222222222222,0.5714285714285714,0.47619047619047616,0.5194805194805194
21,5,1,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.6666666666666666,0.5059691482226694,0.5165727517082807,0.6649006190685001,"[[53, 2, 16], [2, 1, 2], [15, 0, 20]]",2,1,0.7464788732394366,0.7571428571428571,0.75177304964539,0.2,0.3333333333333333,0.25,0.5714285714285714,0.5263157894736842,0.547945205479452
21,5,1,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.5855855855855856,0.4637156270959088,0.4601944136827858,0.5965034802244106,"[[44, 0, 27], [2, 1, 2], [12, 3, 20]]",3,1,0.6197183098591549,0.7586206896551724,0.6821705426356589,0.2,0.25,0.2222222222222222,0.5714285714285714,0.40816326530612246,0.47619047619047616
22,5,2,441,111,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5585585585585585,0.4236859062873976,0.4143441099962839,0.58958289393072,"[[45, 11, 15], [1, 1, 4], [13, 5, 16]]",16,1,0.6338028169014085,0.7627118644067796,0.6923076923076923,0.16666666666666666,0.058823529411764705,0.08695652173913043,0.47058823529411764,0.45714285714285713,0.463768115942029
22,5,2,441,111,Random Forest,False,median imputation -> training-only SMOTE,0.5855855855855856,0.392018779342723,0.3864052287581699,0.590369192722134,"[[48, 4, 19], [1, 0, 5], [16, 1, 17]]",5,0,0.676056338028169,0.7384615384615385,0.7058823529411765,0.0,0.0,0.0,0.5,0.4146341463414634,0.4533333333333333
22,5,2,441,111,XGBoost,False,median imputation -> training-only SMOTE,0.5675675675675675,0.35708367854183926,0.35375816993464054,0.5611861861861862,"[[51, 2, 18], [2, 0, 4], [20, 2, 12]]",4,0,0.7183098591549296,0.6986301369863014,0.7083333333333334,0.0,0.0,0.0,0.35294117647058826,0.35294117647058826,0.35294117647058826
22,5,2,441,111,LightGBM,False,median imputation -> training-only SMOTE,0.5495495495495496,0.33236674951670814,0.32790028763183127,0.533975970217581,"[[52, 3, 16], [2, 0, 4], [24, 1, 9]]",4,0,0.7323943661971831,0.6666666666666666,0.697986577181208,0.0,0.0,0.0,0.2647058823529412,0.3103448275862069,0.2857142857142857
22,5,2,441,111,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.5945945945945946,0.4984350547730829,0.48258800222270537,0.6034859386457561,"[[47, 5, 19], [1, 2, 3], [16, 1, 17]]",6,2,0.6619718309859155,0.734375,0.6962962962962963,0.3333333333333333,0.25,0.2857142857142857,0.5,0.4358974358974359,0.4657534246575342
23,5,3,442,110,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.4818181818181818,0.4803921568627451,0.4112710960537047,0.5058663997399175,"[[35, 9, 26], [1, 3, 2], [14, 5, 15]]",14,3,0.5,0.7,0.5833333333333334,0.5,0.17647058823529413,0.2608695652173913,0.4411764705882353,0.3488372093023256,0.38961038961038963
23,5,3,442,110,Random Forest,False,median imputation -> training-only SMOTE,0.6181818181818182,0.5010270774976657,0.532512304098342,0.6157360500287629,"[[51, 1, 18], [2, 2, 2], [19, 0, 15]]",1,2,0.7285714285714285,0.7083333333333334,0.7183098591549296,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.4411764705882353,0.42857142857142855,0.43478260869565216
23,5,3,442,110,XGBoost,False,median imputation -> training-only SMOTE,0.6090909090909091,0.496265172735761,0.5151339409003037,0.6063252240717029,"[[50, 2, 18], [3, 2, 1], [19, 0, 15]]",2,2,0.7142857142857143,0.6944444444444444,0.704225352112676,0.3333333333333333,0.5,0.4,0.4411764705882353,0.4411764705882353,0.4411764705882353
23,5,3,442,110,LightGBM,False,median imputation -> training-only SMOTE,0.6181818181818182,0.49094304388422033,0.5112622826908542,0.6082539682539683,"[[53, 2, 15], [3, 2, 1], [21, 0, 13]]",2,2,0.7571428571428571,0.6883116883116883,0.7210884353741497,0.3333333333333333,0.5,0.4,0.38235294117647056,0.4482758620689655,0.4126984126984127
23,5,3,442,110,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6181818181818182,0.5111111111111111,0.526682564917859,0.6223890735655441,"[[49, 1, 20], [1, 2, 3], [16, 1, 17]]",2,2,0.7,0.7424242424242424,0.7205882352941176,0.3333333333333333,0.5,0.4,0.5,0.425,0.4594594594594595
24,5,4,442,110,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.5909090909090909,0.3766915216790942,0.3881940601365062,0.6067897570055844,"[[51, 6, 14], [2, 0, 3], [15, 5, 14]]",11,0,0.7183098591549296,0.75,0.7338129496402878,0.0,0.0,0.0,0.4117647058823529,0.45161290322580644,0.4307692307692308
24,5,4,442,110,Random Forest,False,median imputation -> training-only SMOTE,0.6545454545454545,0.4248826291079812,0.4188808373590982,0.645361220904699,"[[55, 1, 15], [2, 0, 3], [16, 1, 17]]",2,0,0.7746478873239436,0.7534246575342466,0.7638888888888888,0.0,0.0,0.0,0.5,0.4857142857142857,0.4927536231884058
24,5,4,442,110,XGBoost,False,median imputation -> training-only SMOTE,0.6636363636363637,0.41935929301297986,0.4157578299776286,0.6473878889566809,"[[58, 1, 12], [2, 0, 3], [18, 1, 15]]",2,0,0.8169014084507042,0.7435897435897436,0.7785234899328859,0.0,0.0,0.0,0.4411764705882353,0.5,0.46875
24,5,4,442,110,LightGBM,False,median imputation -> training-only SMOTE,0.6818181818181818,0.4338580502623584,0.4263247863247863,0.659925407925408,"[[59, 0, 12], [2, 0, 3], [18, 0, 16]]",0,0,0.8309859154929577,0.7468354430379747,0.7866666666666666,0.0,0.0,0.0,0.47058823529411764,0.5161290322580645,0.49230769230769234
24,5,4,442,110,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6454545454545455,0.46172328086164044,0.4998611111111111,0.6312651515151515,"[[57, 0, 14], [1, 1, 3], [21, 0, 13]]",0,1,0.8028169014084507,0.7215189873417721,0.76,0.2,1.0,0.3333333333333333,0.38235294117647056,0.43333333333333335,0.40625
25,5,5,442,110,Logistic Regression,True,median imputation -> StandardScaler -> training-only SMOTE,0.6181818181818182,0.5715824357912179,0.502464205106503,0.6245409821875121,"[[52, 3, 16], [1, 3, 1], [15, 6, 13]]",9,3,0.7323943661971831,0.7647058823529411,0.7482014388489209,0.6,0.25,0.35294117647058826,0.38235294117647056,0.43333333333333335,0.40625
25,5,5,442,110,Random Forest,False,median imputation -> training-only SMOTE,0.6545454545454545,0.5130626898646783,0.4818527800983941,0.6370345054555582,"[[60, 2, 9], [2, 2, 1], [19, 5, 10]]",7,2,0.8450704225352113,0.7407407407407407,0.7894736842105263,0.4,0.2222222222222222,0.2857142857142857,0.29411764705882354,0.5,0.37037037037037035
25,5,5,442,110,XGBoost,False,median imputation -> training-only SMOTE,0.6454545454545455,0.436177851422259,0.42081447963800905,0.6170163170163169,"[[62, 2, 7], [2, 1, 2], [21, 5, 8]]",7,1,0.8732394366197183,0.7294117647058823,0.7948717948717948,0.2,0.125,0.15384615384615385,0.23529411764705882,0.47058823529411764,0.3137254901960784
25,5,5,442,110,LightGBM,False,median imputation -> training-only SMOTE,0.6545454545454545,0.4459817729908864,0.43589743589743585,0.6276223776223776,"[[62, 2, 7], [2, 1, 2], [21, 4, 9]]",6,1,0.8732394366197183,0.7294117647058823,0.7948717948717948,0.2,0.14285714285714285,0.16666666666666666,0.2647058823529412,0.5,0.34615384615384615
25,5,5,442,110,Support Vector Machine,True,median imputation -> StandardScaler -> training-only SMOTE,0.6,0.47978458989229494,0.45209738961185386,0.5864208459903901,"[[55, 2, 14], [2, 2, 1], [21, 4, 9]]",6,2,0.7746478873239436,0.7051282051282052,0.738255033557047,0.4,0.25,0.3076923076923077,0.2647058823529412,0.375,0.3103448275862069
