row_type,model_or_comparison,metric,evaluation_count,mean,median,standard_deviation,minimum,maximum,paired_mean_difference,paired_mean_bootstrap_95ci_lower,paired_mean_bootstrap_95ci_upper,improved_count,worsened_count,equal_count
model_summary,XGBoost,normal_recall,25,0.74964185110664,0.7464788732394366,0.044394191593503,0.676056338028169,0.8732394366197183,,,,,,
model_summary,XGBoost,suspicious_recall,25,0.3836638655462184,0.38235294117647056,0.1010228507031589,0.14705882352941177,0.5714285714285714,,,,,,
model_summary,XGBoost,pathological_recall,25,0.23199999999999998,0.2,0.20581365178058345,0.0,0.8,,,,,,
model_summary,XGBoost,normal_precision,25,0.7124841528679456,0.7123287671232876,0.030754605388263533,0.6341463414634146,0.7671232876712328,,,,,,
model_summary,XGBoost,suspicious_precision,25,0.42554752676837176,0.4411764705882353,0.06959367771769717,0.22727272727272727,0.5757575757575758,,,,,,
model_summary,XGBoost,pathological_precision,25,0.2540995670995671,0.25,0.24563832596438717,0.0,1.0,,,,,,
model_summary,XGBoost,pathological_f1,25,0.22525417719535368,0.2222222222222222,0.19034353562484937,0.0,0.8,,,,,,
model_summary,XGBoost,false_pathological_predictions,25,3.88,4.0,2.1470910553583886,0.0,9.0,,,,,,
model_summary,XGBoost,true_pathological_detections,25,1.24,1.0,1.0908712114635715,0.0,4.0,,,,,,
pairwise_vs_logistic,XGBoost minus Logistic Regression,macro_f1,25,,,,,,-0.014638828496035093,-0.043415172183021385,0.01427398682567172,11.0,14.0,0.0
pairwise_vs_logistic,XGBoost minus Logistic Regression,balanced_accuracy,25,,,,,,-0.048980523664865015,-0.08038384029668205,-0.019758935311213685,7.0,18.0,0.0
pairwise_vs_logistic,XGBoost minus Logistic Regression,pathological_recall,25,,,,,,-0.14533333333333334,-0.21866666666666668,-0.07999999999999999,1.0,15.0,9.0
pairwise_vs_logistic,XGBoost minus Logistic Regression,pathological_precision,25,,,,,,0.06502066251601855,-0.01935861571349188,0.15907307072872084,15.0,9.0,1.0
pairwise_vs_logistic,XGBoost minus Logistic Regression,false_pathological_predictions,25,,,,,,-5.4,-7.08,-3.599000000000015,23.0,2.0,0.0
model_summary,LightGBM,accuracy,25,0.6232268632268633,0.6272727272727273,0.04350663221153413,0.5405405405405406,0.6818181818181818,,,,,,
model_summary,LightGBM,balanced_accuracy,25,0.4540915558711747,0.4459817729908864,0.08394421079612627,0.33236674951670814,0.6617232808616405,,,,,,
model_summary,LightGBM,macro_f1,25,0.45617014481144535,0.4361958443854996,0.08668434019302981,0.32790028763183127,0.6261712144065085,,,,,,
model_summary,LightGBM,weighted_f1,25,0.6122513735984897,0.624274344912712,0.04513290466464581,0.5328663943530326,0.6649006190685001,,,,,,
model_summary,LightGBM,normal_recall,25,0.7665995975855131,0.7605633802816901,0.04293834389683668,0.6857142857142857,0.8732394366197183,,,,,,
model_summary,LightGBM,suspicious_recall,25,0.39300840336134457,0.4117647058823529,0.10068081453421,0.23529411764705882,0.5714285714285714,,,,,,
model_summary,LightGBM,pathological_recall,25,0.20266666666666666,0.2,0.20501129146861555,0.0,0.8,,,,,,
model_summary,LightGBM,normal_precision,25,0.7149096194314845,0.7125,0.02900978175826989,0.6547619047619048,0.7611940298507462,,,,,,
model_summary,LightGBM,suspicious_precision,25,0.43944383756133165,0.4666666666666667,0.07635464726450078,0.2962962962962963,0.5384615384615384,,,,,,
model_summary,LightGBM,pathological_precision,25,0.29098412698412696,0.25,0.2997103666122934,0.0,1.0,,,,,,
model_summary,LightGBM,pathological_f1,25,0.21725030525030525,0.2222222222222222,0.19818590171844525,0.0,0.6666666666666666,,,,,,
model_summary,LightGBM,false_pathological_predictions,25,2.84,3.0,1.818424226264781,0.0,7.0,,,,,,
model_summary,LightGBM,true_pathological_detections,25,1.08,1.0,1.0770329614269007,0.0,4.0,,,,,,
pairwise_vs_logistic,LightGBM minus Logistic Regression,macro_f1,25,,,,,,-0.0100999691429891,-0.04120744330251261,0.02055757992157283,13.0,12.0,0.0
pairwise_vs_logistic,LightGBM minus Logistic Regression,balanced_accuracy,25,,,,,,-0.04999087334464303,-0.08274684052024568,-0.019663246143527845,5.0,20.0,0.0
pairwise_vs_logistic,LightGBM minus Logistic Regression,pathological_recall,25,,,,,,-0.1746666666666667,-0.25733333333333336,-0.10133333333333333,1.0,17.0,7.0
